peakID,Log2FC,Pval,FDR,Mean,MeanDiff,Direction,score,replicateScoreQuantile,groupScoreQuantile,Reproducibility,GroupReplicate,distToGeneStart,nearestGene,peakType,distToTSS,nearestTSS,GC,idx,N,AR.halfsite.motif,ARE.motif,HNF4a.motif,AR_binding,Hnf4a_binding
chr14_34761478_34761978,-2.24909152491739,7.70574045256352e-07,0.000544464942823653,0.021427803010338,-0.0879440833689276,DOWN,41.33249,0.83,0.776,3,PT-S3-mWT._.B5,58407,Grid1,Distal,58407,uc007tbj.1,0.4351,3109,0,TRUE,FALSE,TRUE,0,0
chr14_39008450_39008950,-3.76642648712884,0.000317538748249597,0.0397605122332996,0.00329623780742795,-0.0667771317056451,DOWN,11.07708,0.61,0.479,3,PT-S3-mWT._.B3,110397,Nrg3os,Intronic,110397,uc029sic.1,0.3313,3256,0,TRUE,FALSE,FALSE,0,0
chr14_39074348_39074848,-1.33982671216749,0.000317953822564267,0.0397717804377997,0.0189984550240176,-0.0321530261766735,DOWN,23.97182,0.742,0.659,3,PT-S3-mWT._.B5,176295,Nrg3os,Intronic,145472,uc007tcb.1,0.3573,3257,0,FALSE,FALSE,TRUE,0,0
chr14_40949038_40949538,1.63653356365357,0.000322028598855667,0.0400049973429526,0.0812842986396805,0.0564977079701975,UP,45.66247,0.779,0.766,7,PT-S3-f/mKO._.B2,17607,Tspan14,Intronic,1078,uc007tcg.2,0.515,3323,0,TRUE,FALSE,FALSE,0,0
chr14_45438040_45438540,-1.75502660839559,1.01656026802559e-05,0.00383233378520246,0.0354368999925663,-0.0889248208301535,DOWN,78.17046,0.902,0.879,4,PT-S2-mWT._.B3,49493,Gnpnat1,Distal,49493,uc007tgp.1,0.497,3450,0,TRUE,FALSE,TRUE,0,0
chr14_50807414_50807914,1.30010549742912,1.03603135409252e-06,0.000679013217943514,0.379001407062731,0.226278068707627,UP,230.55391,0.988,0.981,8,PT-S1._.B4,106,Rpph1,Promoter,88,uc029siy.1,0.6048,3876,0,FALSE,FALSE,FALSE,0,0
chr14_54347767_54348267,-1.57775961197443,1.22374514356472e-06,0.000764360044710423,0.0645928414605874,-0.132190742037246,DOWN,56.01809,0.882,0.846,3,PT-S3-mWT._.B3,12823,Oxa1l,Distal,12823,uc007tvt.1,0.4631,4060,0,TRUE,FALSE,TRUE,1,0
chr14_55055067_55055567,1.77380469857211,0.000395465468204261,0.0449169897761855,0.0554662674348562,0.0406610332472854,UP,91.43491,0.819,0.81,7,PT-S3-f/mKO._.A3,175,Thtpa,Promoter,175,uc007txy.2,0.5449,4393,0,FALSE,FALSE,FALSE,0,0
chr14_55713258_55713758,0.73625688813785,7.76169375505285e-06,0.00314867827627392,0.280304514604168,0.112838578248219,UP,331.53107,0.96,0.954,7,PT-S3-f/mKO._.A1,15,Tgm1,Promoter,15,uc007uah.2,0.6088,4568,0,FALSE,FALSE,FALSE,0,0
chr14_57933488_57933988,-1.78993242295376,0.00021203216692544,0.0303402474517697,0.0100542908066344,-0.0296292894511521,DOWN,16.21355,0.665,0.56,3,PT-S3-mWT._.B5,43475,Zdhhc20,Intronic,43475,uc007udr.1,0.4232,4899,0,FALSE,FALSE,FALSE,0,0
chr14_57965904_57966404,-2.47938594903407,0.000168792685756403,0.0267080655321133,0.00536202982002232,-0.0336930701249483,DOWN,13.49493,0.528,0.363,3,PT-S3-mWT._.B1,33107,Micu2,Intronic,33107,uc007udv.1,0.4371,4903,0,TRUE,FALSE,FALSE,0,0
chr14_57966754_57967254,-2.22764419235104,2.94803544722277e-07,0.000262741425873542,0.0215026965585031,-0.0865765415552816,DOWN,37.22947,0.831,0.779,3,PT-S3-mWT._.B3,32257,Micu2,Intronic,32257,uc007udv.1,0.493,4904,0,FALSE,FALSE,TRUE,0,0
chr14_57967336_57967836,-3.08901836112292,0.00028888042348666,0.0377192547621139,0.00080266342737653,-0.0210456752274019,DOWN,4.23105,0.302,0.132,2,PT-S3-mWT._.B3,31675,Micu2,Intronic,31675,uc007udv.1,0.3653,4905,0,TRUE,FALSE,FALSE,0,0
chr14_5866866_5867366,-1.90805587616431,0.000135892594068745,0.0229697533572176,0.0155662117082132,-0.048360310270743,DOWN,7.53509,0.481,0.31,2,PT-S2-mWT._.B5,59176,Gm3500,Intronic,54084,uc007scr.1,0.3892,5,0,TRUE,FALSE,FALSE,0,0
chr14_5923284_5923784,-3.04039046955577,9.36476721029826e-06,0.00363600222339382,0.00470939070529608,-0.0484896858821508,DOWN,26.15159,0.778,0.708,3,PT-S3-mWT._.B3,115594,Gm3500,Intronic,98962,uc007scs.1,0.485,11,0,FALSE,FALSE,FALSE,0,0
chr14_61626428_61626928,-2.79142620448903,0.00010186024968068,0.0192656707611478,0.00794588220518092,-0.0589108375380574,DOWN,17.27583,0.678,0.577,3,PT-S3-mWT._.B5,5293,Mir16-1,Intronic,5293,uc007ugf.2,0.3713,5176,0,FALSE,FALSE,TRUE,0,0
chr14_61875438_61875938,-2.9755927900989,0.000305050382145426,0.0388601485188051,0.00516013978566165,-0.0491600598702664,DOWN,61.42392,0.88,0.852,3,PT-S2-mWT._.B5,193314,Dleu2,Distal,28989,uc007ugj.1,0.4611,5209,0,TRUE,FALSE,FALSE,0,0
chr14_62291380_62291880,-2.16976463608567,0.000186059609832892,0.0284832121512462,0.0130107270134466,-0.0525300365149928,DOWN,92.57296,0.977,0.966,4,PT-S2-mWT._.B4,1348,Dleu7,Intronic,1348,uc007ugk.2,0.4491,5260,0,FALSE,FALSE,FALSE,0,0
chr14_63164764_63165264,0.856421215270833,0.000375603234544511,0.0430976390253668,0.12740252066321,0.0579307961047918,UP,132.39987,0.865,0.858,6,PT-S3-f/mKO._.A3,14563,Fdft1,Intronic,14563,uc007uhj.4,0.5868,5374,0,FALSE,FALSE,FALSE,0,0
chr14_64306488_64306988,4.46883705220738,9.26058073887779e-06,0.00360745616041238,0.0639717131010255,0.0629924849487712,UP,5.24886,0.317,0.242,4,PT-S3-f/mKO._.B4,149164,Msra,Intronic,110217,uc007uig.2,0.5409,5453,0,TRUE,FALSE,FALSE,0,0
chr14_64431442_64431942,-3.04687466642775,0.000121089827026291,0.0214864126857933,0.00428511495029203,-0.045656313929366,DOWN,31.48321,0.797,0.748,2,PT-S2-mWT._.B5,24210,Msra,Intronic,9333,uc007uih.2,0.4291,5474,0,TRUE,TRUE,FALSE,1,0
chr14_6482049_6482549,-1.09978472330751,5.98949198517427e-06,0.00258579007377556,0.04893265964968,-0.0582275963905199,DOWN,63.41241,0.887,0.852,3,PT-S3-mWT._.B5,274757,Gm3383,Intronic,66472,uc007sct.2,0.485,14,0,FALSE,FALSE,FALSE,0,0
chr14_66271619_66272119,-1.3949522949975,0.000205400501883561,0.0299431680837543,0.032453041999674,-0.0561515182561538,DOWN,113.25854,0.87,0.863,7,PT-S3-f/mKO._.A4,9182,Ptk2b,Intronic,9182,uc007ujy.2,0.475,5754,0,TRUE,FALSE,TRUE,1,1
chr14_70699140_70699640,1.1597017525389,7.43187672771995e-05,0.0156267329000158,0.0995375628623705,0.0560888360446779,UP,197.65759,0.91,0.904,7,PT-S3-f/mKO._.A3,46305,Npm2,Intronic,8644,uc033gsb.1,0.3912,6317,0,TRUE,FALSE,TRUE,1,0
chr14_72752878_72753378,2.00978277611811,3.36755719533337e-07,0.000286045414215018,0.0481430588046175,0.0376920103654953,UP,96.18941,0.826,0.817,7,PT-S3-f/mKO._.A3,43124,Fndc3a,Distal,43124,uc007upg.1,0.3892,6400,0,FALSE,FALSE,TRUE,0,0
chr14_72778069_72778569,1.61985284425741,4.21810967453316e-05,0.0105727734704009,0.0961262062769338,0.066199015014755,UP,129.01814,0.862,0.855,7,PT-S3-f/mKO._.A3,68315,Fndc3a,Distal,68315,uc007upg.1,0.4092,6404,0,FALSE,FALSE,FALSE,0,0
chr14_72778826_72779326,2.77248915685139,9.77562549537351e-05,0.0188069286308703,0.0596635322893195,0.0526389730509449,UP,33.7072,0.66,0.636,7,PT-S3-f/mKO._.A3,69072,Fndc3a,Distal,69072,uc007upg.1,0.4152,6405,0,TRUE,TRUE,FALSE,1,0
chr14_75284032_75284532,0.601156508021415,2.42949558574883e-05,0.00702249579090505,0.294230774726467,0.10094795677464,UP,180.79486,0.973,0.967,7,PT-S3-f/mKO._.B6,90,Zc3h13,Promoter,90,uc007uqs.1,0.6088,6619,0,TRUE,FALSE,FALSE,0,0
chr14_75898526_75899026,-2.83031532438665,3.83328897322745e-06,0.00183318474783077,0.0105997610702572,-0.0770134665068772,DOWN,27.50456,0.766,0.693,3,PT-S3-mWT._.B5,50852,Snora31,Intronic,20397,uc057bfj.1,0.4271,6803,0,TRUE,FALSE,FALSE,0,0
chr14_76505289_76505789,1.12421990424945,0.000328553009627758,0.0403793781320601,0.116042983749243,0.0638907637275416,UP,82.79491,0.81,0.8,7,PT-S3-f/mKO._.A1,15315,4930444M15Rik,Intronic,1028,uc007urk.3,0.5649,6844,0,FALSE,FALSE,FALSE,0,0
chr14_79269503_79270003,-4.42592083615874,5.58493519680177e-05,0.0128076825788021,0,-0.0409897506164513,DOWN,7.40302,0.357,0.174,2,PT-S3-mWT._.B1,22385,Zfp957,Distal,22385,uc007uss.2,0.4072,7106,0,TRUE,FALSE,FALSE,0,0
chr14_79890599_79891099,-0.811216727461487,0.000318958067915494,0.0398020505164112,0.113251958593651,-0.0869795783534943,DOWN,163.26237,0.939,0.919,3,PT-S3-mWT._.B1,21672,Gm10845,Distal,21672,uc007utl.1,0.4351,7174,0,TRUE,FALSE,FALSE,1,0
chr14_79916795_79917295,-0.856181735175521,1.52400434790846e-05,0.00513924433988213,0.0715568592919411,-0.0595987792613096,DOWN,48.30646,0.922,0.916,8,PT-S1._.B6,47868,Gm10845,Distal,47868,uc007utl.1,0.4711,7183,0,TRUE,FALSE,TRUE,1,1
chr14_80046049_80046549,-1.76275747725557,2.38121061663851e-06,0.00128502358616431,0.0457423096665154,-0.114269361232249,DOWN,147.28827,0.952,0.944,8,PT-S1._.B1,45996,Olfm4,Distal,45996,uc007utm.1,0.4531,7196,0,FALSE,FALSE,FALSE,0,0
chr14_80063179_80063679,-3.31595021830224,0.000245552496810062,0.0337441914040004,0.0011622569144754,-0.0283295536769081,DOWN,15.16801,0.65,0.539,3,PT-S3-mWT._.B5,63126,Olfm4,Distal,63126,uc007utm.1,0.3972,7203,0,FALSE,FALSE,FALSE,0,0
chr14_80114218_80114718,-2.51013992138659,1.67248873771798e-07,0.000175677022375084,0.0125031529158327,-0.0681177307603581,DOWN,57.70515,0.876,0.837,3,PT-S3-mWT._.B5,114165,Olfm4,Distal,114165,uc007utm.1,0.3713,7208,0,TRUE,FALSE,TRUE,1,1
chr14_80118615_80119115,-2.34836757894869,0.000349043565125089,0.0411864404970672,0.00623841186436266,-0.0337155116421639,DOWN,21.68197,0.723,0.633,3,PT-S3-mWT._.B5,118562,Olfm4,Distal,118562,uc007utm.1,0.4391,7210,0,TRUE,FALSE,FALSE,0,0
chr14_80139278_80139778,-2.26563818928598,3.40255215439453e-06,0.00167566574221314,0.0173545604773686,-0.0737151510215858,DOWN,46.5534,0.848,0.812,3,PT-S2-mWT._.B5,139225,Olfm4,Distal,139225,uc007utm.1,0.501,7212,0,TRUE,FALSE,FALSE,0,0
chr14_80194989_80195489,-2.01719963547038,0.000220467851689986,0.0312302467720851,0.0178963539456161,-0.0606435478488084,DOWN,85.37173,0.802,0.798,7,PT-S2-f/mKO._.A1,194936,Olfm4,Distal,194936,uc007utm.1,0.4291,7213,0,TRUE,FALSE,TRUE,1,1
chr14_80440952_80441452,-2.47387346278294,0.000121420261320245,0.0214964111704422,0.00520503195406007,-0.0328213217676849,DOWN,7.50986,0.472,0.31,2,PT-S3-mWT._.B5,440899,Olfm4,Distal,440899,uc007utm.1,0.3453,7223,0,FALSE,FALSE,FALSE,0,0
chr14_82314294_82314794,-1.69077723070121,5.7642292616893e-07,0.000431928017364443,0.0393064731168772,-0.092043452412207,DOWN,112.58937,0.942,0.923,3,PT-S3-mWT._.B5,2129018,Pcdh17,Distal,2129018,uc007uto.2,0.4451,7247,0,TRUE,FALSE,FALSE,0,0
chr14_8276841_8277341,-2.15683146065326,0.000160093907260935,0.0258178034623789,0.0119609625449326,-0.0482957705125736,DOWN,12.13988,0.599,0.465,3,PT-S3-mWT._.B5,18071,Acox2,Distal,18071,uc007sez.2,0.491,156,0,TRUE,FALSE,FALSE,0,0
chr14_8287569_8288069,-2.02409190079334,2.6246995563403e-07,0.000243133980004802,0.0145417478372094,-0.0507394589027788,DOWN,8.41387,0.316,0.231,2,PT-S3-f/mKO._.A2,28799,Acox2,Distal,21956,uc007sfa.1,0.4032,161,0,FALSE,FALSE,FALSE,0,0
chr14_8316299_8316799,1.2020110137783,0.000227850325542133,0.0319167874761941,0.0931740482072439,0.0538048434926087,UP,63.22911,0.863,0.856,7,PT-S3-f/mKO._.B6,1015,Fam107a,Intronic,1015,uc007sfc.2,0.521,186,0,TRUE,FALSE,FALSE,0,0
chr14_97597592_97598092,-2.8328011260998,6.17981750598852e-08,7.73010465806179e-05,0.0100965775004706,-0.0740862270877521,DOWN,26.3144,0.758,0.682,3,PT-S3-mWT._.B5,571922,Dach1,Distal,571922,uc007uur.2,0.3174,7502,0,FALSE,FALSE,FALSE,0,0
chr14_97868504_97869004,-2.22301258653646,4.73039381008784e-05,0.011315808683466,0.00781928049587632,-0.0360237305907416,DOWN,20.55799,0.713,0.62,3,PT-S3-mWT._.B5,301010,Dach1,Intronic,301010,uc007uur.2,0.3553,7511,0,FALSE,FALSE,FALSE,0,0
chr14_99328393_99328893,-0.353550770327229,0.000410395938532018,0.0462236666277269,0.101892533612044,-0.0288511069854412,DOWN,52.11687,0.863,0.82,3,PT-S3-mWT._.B5,29951,Klf5,Distal,29951,uc007uvf.1,0.4311,7569,0,TRUE,FALSE,FALSE,0,0
chr14_99435973_99436473,-2.02816128958806,0.000349043565125089,0.0411864404970672,0.00757788785012612,-0.0294888485062207,DOWN,41.23436,0.787,0.784,8,PT-S1._.B1,137531,Klf5,Distal,137531,uc007uvf.1,0.3832,7575,0,TRUE,FALSE,FALSE,0,0
chr14_99772423_99772923,-1.54375106001353,0.00035555598269817,0.0415532195893135,0.0121046312778266,-0.0270176417530863,DOWN,10.13311,0.589,0.454,3,PT-S3-mWT._.B3,377121,Klf12,Distal,377121,uc007uvh.3,0.3912,7590,0,FALSE,FALSE,FALSE,0,0
chr14_99806072_99806572,-1.48907067194211,0.000188725902292568,0.0287737608831726,0.0155429071317109,-0.0317014534000492,DOWN,20.55799,0.713,0.62,3,PT-S3-mWT._.B5,343472,Klf12,Distal,343472,uc007uvh.3,0.3972,7595,0,TRUE,FALSE,FALSE,1,0
chr15_100121301_100121801,2.47052995123854,0.000129687398159218,0.0222891808167174,0.0457614738882936,0.0391441165987971,UP,11.522,0.554,0.513,7,PT-S3-f/mKO._.B4,82886,Dip2b,Intronic,28401,uc057bhb.1,0.481,9829,0,TRUE,FALSE,FALSE,0,0
chr15_100344190_100344690,1.3636659308081,0.00030559472149515,0.0388663626114328,0.120711861442974,0.0750268166607625,UP,107.46806,0.901,0.895,7,PT-S3-f/mKO._.B2,8759,Mettl7a2,Distal,8759,uc007xqy.1,0.489,9886,0,TRUE,FALSE,FALSE,0,0
chr15_100348838_100349338,1.60690134744484,0.000104904269638193,0.0196206007906448,0.100319810075262,0.0687279370768441,UP,29.37282,0.753,0.739,7,PT-S3-f/mKO._.B4,4111,Mettl7a2,Distal,4111,uc007xqy.1,0.489,9893,0,TRUE,FALSE,FALSE,0,0
chr15_100352895_100353395,0.668685294871778,0.000178470959990734,0.0277122510609653,0.223104755740317,0.0834959243201878,UP,101.40537,0.919,0.913,7,PT-S3-f/mKO._.B4,54,Mettl7a2,Promoter,54,uc007xqy.1,0.513,9899,0,FALSE,FALSE,FALSE,0,0
chr15_10228576_10229076,3.01482433757488,2.98311388302472e-06,0.00153586630045759,0.0387330107917326,0.0356934353025727,UP,25.29708,0.627,0.609,6,PT-S1._.A4,51587,Prlr,Intronic,4919,uc007vfw.2,0.4212,839,0,FALSE,FALSE,FALSE,0,0
chr15_10236506_10237006,2.53736003897809,6.15205634002305e-06,0.00265110811745667,0.056678180498782,0.0485704150117014,UP,14.69662,0.502,0.452,5,PT-S3-f/mKO._.A1,59517,Prlr,Intronic,12849,uc007vfw.2,0.515,844,0,FALSE,FALSE,FALSE,0,0
chr15_10237014_10237514,1.70347762572266,0.0003432070492726,0.0409764603293479,0.0339770898383059,0.0249305015392361,UP,5.24886,0.317,0.242,5,PT-S3-f/mKO._.B4,60025,Prlr,Intronic,13357,uc007vfw.2,0.4232,845,0,TRUE,FALSE,FALSE,0,0
chr15_10261208_10261708,3.17283764940945,4.02572002691516e-05,0.0102622276673111,0.0677130553192642,0.0619827826474305,UP,22.52236,0.685,0.663,5,PT-S3-f/mKO._.B6,84219,Prlr,Intronic,32192,uc029snt.1,0.509,855,0,FALSE,FALSE,FALSE,0,0
chr15_10265557_10266057,3.65222237851997,0.00028701942539558,0.0375596365753477,0.0231453961722785,0.0231453961722785,UP,9.49175,0.468,0.415,3,PT-S3-f/mKO._.B6,88568,Prlr,Intronic,27843,uc029snt.1,0.4192,857,0,TRUE,FALSE,FALSE,0,0
chr15_10266993_10267493,2.6273065318237,2.46889288520997e-05,0.00711016975734741,0.0533275760737572,0.0463730301084859,UP,37.85698,0.746,0.732,7,PT-S3-f/mKO._.B2,90004,Prlr,Intronic,26407,uc029snt.1,0.3992,859,0,FALSE,FALSE,FALSE,0,0
chr15_10269027_10269527,2.80765987241584,8.74382955331357e-06,0.00346933923767292,0.0357624840294851,0.0323689836280843,UP,7.7821,0.446,0.386,5,PT-S3-f/mKO._.B4,89255,Agxt2,Intronic,24373,uc029snt.1,0.4271,860,0,TRUE,FALSE,FALSE,0,0
chr15_10270630_10271130,2.48598056300534,2.62332247861375e-07,0.000243133980004802,0.0631515272655945,0.0535217905554903,UP,44.33921,0.774,0.761,7,PT-S3-f/mKO._.B2,87652,Agxt2,Intronic,22770,uc029snt.1,0.4471,861,0,FALSE,FALSE,FALSE,0,0
chr15_10271924_10272424,3.71107796540856,9.1383473272455e-12,5.65827227877089e-08,0.12536826113413,0.117642682806589,UP,115.47268,0.909,0.903,7,PT-S3-f/mKO._.B2,86358,Agxt2,Intronic,21476,uc029snt.1,0.4391,862,0,FALSE,FALSE,FALSE,0,0
chr15_10276333_10276833,1.64016734211926,1.46040602572283e-05,0.00499524065608733,0.132816514451386,0.0915647801120709,UP,201.52342,0.914,0.908,7,PT-S3-f/mKO._.A1,81949,Agxt2,Intronic,17067,uc029snt.1,0.4092,864,0,FALSE,FALSE,FALSE,0,0
chr15_10285796_10286296,3.17347416351613,0.000325879567967791,0.0402847211808231,0.0411684562831937,0.0383837464560111,UP,21.5058,0.597,0.572,5,PT-S1._.A4,72486,Agxt2,Intronic,7604,uc029snt.1,0.4631,874,0,TRUE,FALSE,TRUE,0,0
chr15_10962449_10962949,-1.16188292106711,0.000290821894876582,0.0378786118890629,0.043457535064311,-0.0562533639662251,DOWN,42.64989,0.835,0.784,3,PT-S3-mWT._.B5,10366,C1qtnf3,Intronic,10341,uc007vgv.2,0.3493,982,0,FALSE,FALSE,FALSE,0,0
chr15_13173420_13173920,0.586064966141288,0.0004513949515792,0.0492615099105598,0.215006350705422,0.0724459612825115,UP,139.44077,0.946,0.94,7,PT-S3-f/mKO._.B4,4,Cdh6,Promoter,4,uc007vif.2,0.5409,1243,0,TRUE,FALSE,FALSE,0,0
chr15_28691579_28692079,-2.81944109609553,8.44956261094308e-05,0.0169342477649368,0.0018951270788172,-0.0236001418644189,DOWN,8.31303,0.536,0.386,3,PT-S3-mWT._.B3,488062,Dnah5,Distal,488062,uc007vjy.1,0.4251,1838,0,FALSE,FALSE,FALSE,0,0
chr15_28888070_28888570,-1.99912078941853,0.000225979195070158,0.0317055413534093,0.0122074393858066,-0.0425876953848596,DOWN,18.35441,0.691,0.595,3,PT-S3-mWT._.B5,684553,Dnah5,Distal,684553,uc007vjy.1,0.3353,1841,0,FALSE,FALSE,FALSE,0,0
chr15_31235709_31236209,0.870657665716218,1.33948984506329e-07,0.000147273778815538,0.211600367486653,0.0967828635889728,UP,132.66289,0.942,0.936,7,PT-S3-f/mKO._.B4,11573,Dap,Intronic,11573,uc007vkc.2,0.5409,1865,0,TRUE,FALSE,FALSE,0,0
chr15_31560841_31561341,-3.82920024592744,5.58493519680177e-05,0.0128076825788021,0,-0.0264272028860574,DOWN,4.90163,0.307,0.148,2,PT-S2-mWT._.B3,7820,Cmbl,Distal,7820,uc007vki.1,0.3533,2052,0,FALSE,TRUE,FALSE,0,0
chr15_31652729_31653229,-1.80700373836036,3.74457980797393e-05,0.00978807719689975,0.0261235672005584,-0.0702849602860421,DOWN,38.72568,0.821,0.765,3,PT-S3-mWT._.B5,50862,Fam173b,Distal,50862,uc007vkk.1,0.4551,2106,0,TRUE,FALSE,TRUE,0,0
chr15_33017116_33017616,-3.51834243339962,0.000189510469247053,0.028774332875696,0.00210437834025643,-0.0429255150799821,DOWN,44.79541,0.824,0.782,4,PT-S2-mWT._.B1,65762,Cpq,Intronic,65762,uc007vky.1,0.4212,2198,0,TRUE,TRUE,TRUE,0,0
chr15_3378916_3379416,2.84704893649519,0.000422818124783747,0.0472383812650134,0.0202689496706388,0.0191740070286505,UP,10.30482,0.461,0.405,4,PT-S3-f/mKO._.A4,75639,Ccdc152,Intronic,16890,uc029snf.1,0.3234,63,0,FALSE,FALSE,FALSE,0,0
chr15_36435146_36435646,0.696355660664371,2.0690047699592e-06,0.00115907617693848,0.19176092663062,0.0741854112931456,UP,373.73654,0.97,0.964,7,PT-S3-f/mKO._.A1,61394,Ankrd46,Distal,45223,uc007vms.1,0.4511,2404,0,TRUE,FALSE,FALSE,0,0
chr15_38431721_38432221,1.03412806183686,0.000298634323066816,0.0384382235261188,0.126263515951342,0.0656310408214916,UP,84.11276,0.9,0.894,7,PT-S3-f/mKO._.B4,58575,Mir6951,Distal,58575,uc033gto.1,0.5289,2807,0,TRUE,FALSE,FALSE,0,0
chr15_38728082_38728582,-0.72429538136214,0.000124766708936406,0.0217775292375587,0.0420011364539111,-0.0286928572494765,DOWN,25.78292,0.672,0.565,3,PT-S3-mWT._.B1,183,Gm45924,Exonic,183,uc056yyn.1,0.499,2892,0,FALSE,FALSE,FALSE,1,0
chr15_39813706_39814206,2.29181377741891,5.94994851058684e-07,0.000443022621885746,0.12224653112897,0.0988730776738895,UP,293.86127,0.94,0.933,7,PT-S2-f/mKO._.A2,16910,Gm16291,Intronic,16910,uc029sor.1,0.4511,2951,0,TRUE,FALSE,FALSE,0,0
chr15_39818889_39819389,2.77525722625074,1.6527805277824e-05,0.00535729424030675,0.052664323835074,0.0466794453802942,UP,6.14081,0.364,0.282,2,PT-S2-f/mKO._.B4,22093,Gm16291,Intronic,22093,uc029sor.1,0.489,2956,0,TRUE,FALSE,FALSE,0,1
chr15_39855763_39856263,2.09192093293094,0.00035101584741428,0.0413155661362737,0.0261853717308538,0.021573981105468,UP,78.1909,0.879,0.876,7,PT-S2-f/mKO._.B2,1456,Dpys,Intronic,1456,uc007vok.2,0.4571,2965,0,TRUE,FALSE,FALSE,0,0
chr15_40824239_40824739,3.41533444555081,1.46140369392738e-05,0.00499524065608733,0.0622091709153319,0.0581908000155752,UP,37.57977,0.68,0.659,6,PT-S3-f/mKO._.A3,169446,Zfpm2,Intronic,169446,uc007voq.1,0.4391,3000,0,FALSE,FALSE,FALSE,0,0
chr15_42266056_42266556,-2.4995276414042,0.000220689101100502,0.0312427781105505,0.01254099660035,-0.0676883743525839,DOWN,23.81898,0.762,0.688,3,PT-S3-mWT._.B3,396585,Abra,Distal,393207,uc057bfz.1,0.4531,3092,0,TRUE,FALSE,FALSE,0,0
chr15_43683085_43683585,-3.54617337471822,0.000298100010244012,0.0384114760187805,0.00172117308447227,-0.039748305075412,DOWN,4.23105,0.302,0.132,3,PT-S3-mWT._.B3,186693,Tmem74,Distal,184309,uc033gtq.1,0.3593,3132,0,TRUE,TRUE,TRUE,0,0
chr15_43992916_43993416,-1.19384066412081,5.09789332311144e-05,0.0119060327955539,0.0853178715318525,-0.112431301827912,DOWN,97.17882,0.884,0.848,3,PT-S3-mWT._.B1,123136,Tmem74,Distal,123136,uc007vpn.1,0.3573,3140,0,FALSE,FALSE,TRUE,0,0
chr15_44083684_44084184,-2.64297852711636,0.00019244999155785,0.0289638212311025,0.00677387458046153,-0.0460294918094012,DOWN,47.86692,0.852,0.818,4,PT-S2-mWT._.B5,112200,Trhr,Distal,112200,uc007vpo.1,0.4691,3142,0,TRUE,FALSE,FALSE,0,0
chr15_51271263_51271763,-2.53764647594182,0.00020366033391646,0.0298146242424317,0.00465903194940098,-0.0320060385385316,DOWN,9.29289,0.532,0.371,3,PT-S3-mWT._.B5,124096,Gm19303,Intronic,124096,uc029spa.1,0.4571,3312,0,TRUE,FALSE,FALSE,0,0
chr15_55042383_55042883,-1.64916462933782,0.000268932440876323,0.0359935017911879,0.0392431706214903,-0.0881168469997628,DOWN,60.54441,0.882,0.846,3,PT-S3-mWT._.B5,29518,Taf2,Intronic,3532,uc007vru.1,0.493,3495,0,FALSE,FALSE,FALSE,0,0
chr15_58882928_58883428,1.68794473419121,8.46110570245232e-09,1.64528647811455e-05,0.180383364631311,0.1257772655312,UP,249.90277,0.934,0.928,7,PT-S3-f/mKO._.A3,6050,Rnf139,Distal,6050,uc007vtq.2,0.4351,3790,0,TRUE,FALSE,FALSE,0,0
chr15_58982248_58982748,1.48462385170675,0.000327967265067692,0.0403627923248775,0.0369506311702534,0.0250319467582114,UP,12.75203,0.738,0.669,4,PT-S2-mWT._.B4,48687,Ndufb9,Intronic,48687,uc007vtw.1,0.5409,3858,0,TRUE,FALSE,FALSE,0,0
chr15_58999669_59000169,0.931574511687813,9.43262294212034e-05,0.0184028440033633,0.122533603781575,0.0592423986527681,UP,63.58409,0.946,0.93,4,PT-S2-mWT._.B4,66108,Ndufb9,Intronic,40677,uc007vtx.2,0.5529,3880,0,TRUE,FALSE,FALSE,1,1
chr15_59003570_59004070,2.17493860388553,1.63071307587324e-07,0.000172057048518414,0.0990777147053978,0.0786939230010741,UP,94.76695,0.849,0.841,7,PT-S3-f/mKO._.A4,70009,Ndufb9,Intronic,36776,uc007vtx.2,0.521,3885,0,FALSE,FALSE,FALSE,0,0
chr15_59004156_59004656,1.66320377281845,0.000186185357045904,0.0284832121512462,0.0824960512152455,0.0578175032289303,UP,22.71174,0.583,0.549,7,PT-S3-f/mKO._.A3,70595,Ndufb9,Intronic,36190,uc007vtx.2,0.5768,3886,0,FALSE,FALSE,FALSE,0,0
chr15_59141703_59142203,1.73567369820588,0.00010294620722889,0.0194086596205698,0.0738038113897977,0.053042294748747,UP,82.07458,0.804,0.794,7,PT-S3-f/mKO._.A3,59926,Mtss1,Distal,59926,uc007vty.2,0.4012,3975,0,TRUE,FALSE,FALSE,0,0
chr15_59188375_59188875,1.49535938191681,4.7409858454714e-05,0.011315808683466,0.168825530303387,0.110235000588633,UP,230.99579,0.926,0.92,7,PT-S3-f/mKO._.A3,106598,Mtss1,Distal,65198,uc029spd.1,0.5269,3983,0,TRUE,FALSE,TRUE,0,0
chr15_59480517_59481017,1.07743752184758,0.000460138489211855,0.0499377605395198,0.130918546627407,0.0699324679412322,UP,206.82422,0.915,0.909,7,PT-S3-f/mKO._.A3,106568,Nsmce2,Intronic,106568,uc007vxu.2,0.3912,4053,0,FALSE,FALSE,FALSE,0,0
