Category	ID	Title (or Source)	Verbose ID	Core-F_logP	Core-M_logP	All-M_logP	All-F_logP	Core-F_GeneSet	Core-M_GeneSet	All-M_GeneSet	All-F_GeneSet
GO: Biological Process	GO:0015807	L-amino acid transport	GeneOntologyBiologicalProcess_GO:0015807_L-amino acid transport	0.0	0.0	0.0	4.099073977864988				ARG2,ATP1A2,SLC1A3,SLC1A5,SLC36A2,SLC43A1,SLC7A2,SLC7A6,SLC7A7,SLC7A8,SLC7A9
GO: Biological Process	GO:0001666	response to hypoxia	GeneOntologyBiologicalProcess_GO:0001666_response to hypoxia	0.0	0.0	0.0	4.065278372601921				ADIPOQ,ALDH3A1,ANGPT2,CAV1,CRYAB,CYP1A1,EIF4EBP1,FABP1,HK2,ITPR2,KCNK3,LIMD1,MMP2,NOX4,PDK1,PDLIM1,PKM,PLAT,POSTN,PPARGC1A,PSMB10,PSMB9,PYGM,REST,SLC6A4,SMAD3,TERT,TGFB2,TGFBR3,TRH,VEGFD
GO: Biological Process	GO:0120162	positive regulation of cold-induced thermogenesis	GeneOntologyBiologicalProcess_GO:0120162_positive regulation of cold-induced thermogenesis	0.0	0.0	0.0	4.060902474276653				ACSL1,ADIPOQ,CAV1,ELOVL6,FABP4,FABP5,JAK2,LEPR,MFAP2,PPARGC1A,PRLR,SCD,TSHR
GO: Biological Process	GO:0061005	cell differentiation involved in kidney development	GeneOntologyBiologicalProcess_GO:0061005_cell differentiation involved in kidney development	0.0	0.0	0.0	4.051803618313974				ACTA2,ADIPOQ,ASXL1,GATA3,NOTCH2,PAX2,PROM1,PTPRO,SALL1,TCF21
GO: Biological Process	GO:0007167	enzyme linked receptor protein signaling pathway	GeneOntologyBiologicalProcess_GO:0007167_enzyme linked receptor protein signaling pathway	0.0	0.0	0.0	4.043100863386062				ADIPOQ,AKAP7,ANGPT1,ANGPT2,APELA,APLN,ASPN,BLNK,CAV1,CCDC88A,CEACAM1,CLEC14A,DCN,DDR2,DKK3,EFEMP1,EFNB2,EIF4EBP1,ERBB2,ERBB4,FST,FSTL1,FYN,GATA3,GFRA1,GPC1,GPC3,GPER1,HIP1,HPGD,IGF1,IGFBP1,ITGA1,JAK2,MMP2,MYOF,NOTCH2,NPNT,NPR2,NREP,NRG4,NTF3,NTRK2,OSMR,PDGFRA,PID1,PLAT,PLCE1,PPARG,PRKCQ,PRLR,PTGIR,RASL11B,RGMB,SESN3,SFRP4,SH3KBP1,SLC39A5,SMAD3,SORT1,STAP1,STON1,TGFB2,TGFBR3,TMEM100,TMEM204,TWSG1,VEGFD,WNT5A,XDH,ZEB1
GO: Biological Process	GO:0035850	epithelial cell differentiation involved in kidney development	GeneOntologyBiologicalProcess_GO:0035850_epithelial cell differentiation involved in kidney development	0.0	0.0	0.0	4.039989473312788				ACTA2,ADIPOQ,ASXL1,GATA3,NOTCH2,PAX2,PROM1,PTPRO,SALL1
GO: Biological Process	GO:1903115	regulation of actin filament-based movement	GeneOntologyBiologicalProcess_GO:1903115_regulation of actin filament-based movement	0.0	0.0	0.0	4.039989473312788				ACTA2,ANK2,ATP1A2,CAV1,DSG2,DSP,FXYD1,PDPN,PTGER3
GO: Biological Process	GO:0010324	membrane invagination	GeneOntologyBiologicalProcess_GO:0010324_membrane invagination	0.0	0.0	0.0	4.012795464392062				ABCA1,ADIPOQ,AIF1,ALB,ANGPT1,ANK2,ANXA2,AP3M2,APELA,APLN,APOC1,APOE,C3,CAV1,CEACAM1,CFI,CLN3,EEF2K,EFNB2,GATA2,GPC3,GRK3,GSN,GULP1,HIP1,HP,IGHM,IGKC,JCHAIN,LDLR,LGALS3BP,NEURL1B,NSG1,NTF3,OPHN1,PLA2G5,PPARG,PTGER3,PYCARD,RAB27B,RHOU,SFRP4,SH3KBP1,SNCG,SNX10,SORT1,STAB2,STAP1,STON1,STON2,SYNE1,TBC1D16,WNT5A
GO: Biological Process	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	GeneOntologyBiologicalProcess_GO:0014066_regulation of phosphatidylinositol 3-kinase signaling	0.0	0.0	0.0	4.002912913618355				ANGPT1,CEACAM1,DCN,DIPK2A,ERBB2,ERBB4,FN1,FYN,GPER1,IGF1,JAK2,NTF3,NTRK2,PDGFRA,PRR5L,TGFB2
GO: Biological Process	GO:0032782	bile acid secretion	GeneOntologyBiologicalProcess_GO:0032782_bile acid secretion	0.0	0.0	4.000530772075696	0.0			ABCC2,SLC10A1,SLC51A,SLC9A3R1,STARD10	
GO: Biological Process	GO:0019369	arachidonic acid metabolic process	GeneOntologyBiologicalProcess_GO:0019369_arachidonic acid metabolic process	0.0	0.0	0.0	3.9890887792250598				CBR1,CYP1A1,CYP2F1,EPHX1,MGLL,PLA2G4A,PTGDS,PTGES,PTGS1,TBXAS1
GO: Biological Process	GO:1901361	organic cyclic compound catabolic process	GeneOntologyBiologicalProcess_GO:1901361_organic cyclic compound catabolic process	0.0	0.0	3.9888675958870596	0.0			ACAT1,ACMSD,ADAL,AFMID,AHCY,AKR1D1,ALDH8A1,APOBEC2,ASPDH,CDA,COMT,CYP27A1,DNPH1,DXO,E2F1,EPHX2,ERI2,FAH,GPX1,HAAO,HMOX1,HSD11B1,HSD17B11,IDO2,IGF2BP1,KYAT1,LARP4B,MTREX,MYEF2,NT5C3A,NT5E,NUDT12,NUDT9,PNP,PSME4,QPRT,RNASEH2B,SMPDL3A,SRD5A1,SRD5A2,TOB1,UPP2,VCP,YBX1,YWHAZ	
GO: Biological Process	GO:0120039	plasma membrane bounded cell projection morphogenesis	GeneOntologyBiologicalProcess_GO:0120039_plasma membrane bounded cell projection morphogenesis	0.0	0.0	0.0	3.9868347926667678				ADCY1,APOE,BHLHB9,CASK,CDH11,DIXDC1,EEF2K,EFNB2,EPB41L3,ERBB2,FN1,FYN,FZD3,GAS7,GATA3,GFRA1,GPC1,HECW2,IGFALS,ITGA1,LZTS1,MGLL,MYH10,MYO9A,NCAM1,NIN,NOTCH2,NTF3,NTRK2,OLFM1,OPHN1,PAX2,PDPN,PLPPR4,PMP22,POSTN,PRKCQ,PTPRO,S100A6,SEMA3D,SEMA5A,SGK1,SH3KBP1,SLIT2,SPP1,SPTBN2,STXBP1,SYNE1,TET1,TGFB2,TRIM46,WNT5A
GO: Biological Process	GO:0070848	response to growth factor	GeneOntologyBiologicalProcess_GO:0070848_response to growth factor	0.0	0.0	0.0	3.985375184853452				ANGPT1,ANGPT2,APLN,ASPN,CASK,CAV1,CLDN1,CX3CR1,DCN,DDC,DKK3,EEF2K,ERBB2,ERBB4,FST,FSTL1,FYN,GATA3,GPC1,GPC3,HPGD,LUM,MYOF,NOTCH2,NOX4,NPNT,NREP,NTF3,NTRK2,PAX2,PDE3A,PDGFRA,POSTN,PPARG,PPARGC1A,RASL11B,RGMB,SFRP4,SLC39A5,SLIT2,SMAD3,SNAI2,SORT1,TGFB2,TGFBR3,TMEM100,TMEM204,TWSG1,VEGFD,WNT5A,XDH,ZEB1,ZFHX3
GO: Biological Process	GO:0009164	nucleoside catabolic process	GeneOntologyBiologicalProcess_GO:0009164_nucleoside catabolic process	0.0	0.0	3.984818039467867	0.0			ADAL,AHCY,APOBEC2,CDA,NT5C3A,NT5E,PNP,UPP2	
GO: Biological Process	GO:0050673	epithelial cell proliferation	GeneOntologyBiologicalProcess_GO:0050673_epithelial cell proliferation	0.0	0.0	0.0	3.9811506964168766				ALDH1A2,ANGPT1,ANGPTL8,APELA,APLN,APOE,CASK,CAV1,CEACAM1,CLDN1,CPB2,EFNB2,EHF,EPB41L4B,ERBB2,ERBB4,FGL1,FST,GATA2,GATA3,GLUL,GPC3,HOXA5,IGF1,LAMB1,NOTCH2,NUPR1,OSR2,PAX2,PPARG,SEMA5A,SMAD3,SNAI2,TGFB2,TGFBR3,VEGFD,WNT5A,XDH
GO: Biological Process	GO:0008209	androgen metabolic process	GeneOntologyBiologicalProcess_GO:0008209_androgen metabolic process	0.0	0.0	3.973748414598707	0.0			AKR1D1,ESR1,HSD17B11,HSD17B2,HSD3B2,SRD5A1,SRD5A2	
GO: Biological Process	GO:0034109	homotypic cell-cell adhesion	GeneOntologyBiologicalProcess_GO:0034109_homotypic cell-cell adhesion	0.0	0.0	0.0	3.9685684857662102				CEACAM1,DSG2,DSP,FGB,FGG,FN1,MYL9,NCAM1,PDGFRA,PDPN,PRKCQ,PTGER3,STXBP1
GO: Biological Process	GO:1903792	negative regulation of anion transport	GeneOntologyBiologicalProcess_GO:1903792_negative regulation of anion transport	0.0	0.0	0.0	3.954374706063586				ADIPOQ,ANGPT1,ANO9,APOC1,APOE,FABP5,FRMD4A,INSIG1,KCNB1,KCNE1,LYPLAL1,MAOB,MDFIC,PDE3B,PDE8B,PID1,PPARG,PTGER3,PTGS1,RAB11FIP1,REST,SFRP4,SLC43A1,SYTL4,TRH
GO: Biological Process	GO:0032412	regulation of ion transmembrane transporter activity	GeneOntologyBiologicalProcess_GO:0032412_regulation of ion transmembrane transporter activity	0.0	0.0	0.0	3.9539252089148973				ABCB1,AHNAK,AKAP7,ANK2,ANO9,ATP1A2,CAV1,DLG3,FXYD1,FXYD4,GEM,GNB5,GPER1,GSTM2,GSTO1,HECW2,HSPA2,KCNE1,KCNE4,PPARGC1A,SCN2B,SHISA7,STK39,STOM,TMSB4X,UTRN
GO: Biological Process	GO:0034627	'de novo' NAD biosynthetic process	GeneOntologyBiologicalProcess_GO:0034627_'de novo' NAD biosynthetic process	0.0	0.0	3.9506095676903916	0.0			ACMSD,AFMID,HAAO,IDO2	
GO: Biological Process	GO:0006865	amino acid transport	GeneOntologyBiologicalProcess_GO:0006865_amino acid transport	0.0	0.0	0.0	3.9396190655690124				ARG2,ATP1A2,CLN3,NTRK2,PDPN,PPFIA4,SLC1A3,SLC1A5,SLC36A2,SLC43A1,SLC6A12,SLC6A17,SLC7A2,SLC7A6,SLC7A7,SLC7A8,SLC7A9,STXBP1,TRH
GO: Biological Process	GO:1901699	cellular response to nitrogen compound	GeneOntologyBiologicalProcess_GO:1901699_cellular response to nitrogen compound	0.0	0.0	0.0	3.9333858133115296				ABCC1,ADCY1,ADIPOQ,AKAP7,BCL2L11,CAV1,CEACAM1,DDC,DDX58,EEF2K,EIF4EBP1,FYN,GNB5,GNG2,GPER1,GSTM2,IGF1,IGFBP1,INSIG1,ITPR2,JAK2,KCNE1,KLF5,MMP2,NOX4,NSG1,NTRK2,PDE3A,PDE3B,PDGFRA,PID1,PKM,PNPLA3,PPARG,PPARGC1A,PRKAR1B,PRKAR2B,PRKCQ,PRLR,RAB13,SESN3,SGK1,SLC1A3,SLC27A1,SLC6A4,SLIT2,SPIDR,TBC1D4,TRARG1,TSHR,ZEB1
GO: Biological Process	GO:0032990	cell part morphogenesis	GeneOntologyBiologicalProcess_GO:0032990_cell part morphogenesis	0.0	0.0	0.0	3.9309891694295342				ADCY1,APOE,BHLHB9,CASK,CDH11,DIXDC1,EEF2K,EFNB2,EPB41L3,ERBB2,FN1,FYN,FZD3,GAS7,GATA3,GFRA1,GPC1,HECW2,IGFALS,ITGA1,LZTS1,MGLL,MYH10,MYO9A,NCAM1,NIN,NOTCH2,NTF3,NTRK2,OLFM1,OPHN1,PAX2,PDPN,PID1,PLPPR4,PMP22,POSTN,PRKCQ,PTPRO,S100A6,SEMA3D,SEMA5A,SGK1,SH3KBP1,SLIT2,SPP1,SPTBN2,STXBP1,SYNE1,TET1,TGFB2,TRIM46,WNT5A
GO: Biological Process	GO:0090257	regulation of muscle system process	GeneOntologyBiologicalProcess_GO:0090257_regulation of muscle system process	0.0	0.0	0.0	3.93055592019367				AIF1,ANK2,ANXA6,ARG2,ATP1A2,CAV1,CNN1,DSG2,DSP,FXYD1,GPER1,GSTM2,GSTO1,GUCY1A1,IGF1,IRAG1,MYL9,NPNT,ORMDL3,PI16,PLCE1,PPARGC1A,PTGER3,PTGS1,SMAD3,UTRN
GO: Biological Process	GO:0032102	negative regulation of response to external stimulus	GeneOntologyBiologicalProcess_GO:0032102_negative regulation of response to external stimulus	0.0	0.0	0.0	3.9278131062885455				ADIPOQ,AIF1,ANGPT2,ANXA2,APOE,ARG2,CASK,CEACAM1,CLDN19,CPB2,CX3CR1,FGB,FGG,GATA3,GPER1,IGF1,LDLR,PADI2,PDGFRA,PLAT,PPARG,PTGER3,PTPRO,SEMA3D,SEMA5A,SERPING1,SLIT2,SMAD3,SPP1,STAP1,SUSD4,TFPI,TSPAN6,WNT5A
GO: Biological Process	GO:0048812	neuron projection morphogenesis	GeneOntologyBiologicalProcess_GO:0048812_neuron projection morphogenesis	0.0	0.0	0.0	3.919508134171701				ADCY1,APOE,BHLHB9,CASK,CDH11,DIXDC1,EEF2K,EFNB2,EPB41L3,ERBB2,FN1,FYN,FZD3,GAS7,GATA3,GFRA1,GPC1,HECW2,IGFALS,ITGA1,LZTS1,MGLL,MYH10,MYO9A,NCAM1,NIN,NOTCH2,NTF3,NTRK2,OLFM1,OPHN1,PAX2,PLPPR4,PMP22,POSTN,PRKCQ,PTPRO,S100A6,SEMA3D,SEMA5A,SGK1,SH3KBP1,SLIT2,SPP1,SPTBN2,STXBP1,SYNE1,TET1,TGFB2,TRIM46,WNT5A
GO: Biological Process	GO:0048858	cell projection morphogenesis	GeneOntologyBiologicalProcess_GO:0048858_cell projection morphogenesis	0.0	0.0	0.0	3.918020536571966				ADCY1,APOE,BHLHB9,CASK,CDH11,DIXDC1,EEF2K,EFNB2,EPB41L3,ERBB2,FN1,FYN,FZD3,GAS7,GATA3,GFRA1,GPC1,HECW2,IGFALS,ITGA1,LZTS1,MGLL,MYH10,MYO9A,NCAM1,NIN,NOTCH2,NTF3,NTRK2,OLFM1,OPHN1,PAX2,PDPN,PLPPR4,PMP22,POSTN,PRKCQ,PTPRO,S100A6,SEMA3D,SEMA5A,SGK1,SH3KBP1,SLIT2,SPP1,SPTBN2,STXBP1,SYNE1,TET1,TGFB2,TRIM46,WNT5A
GO: Biological Process	GO:0009628	response to abiotic stimulus	GeneOntologyBiologicalProcess_GO:0009628_response to abiotic stimulus	0.0	0.0	0.0	3.9169946752705633				ABCA4,ABCB1,ADIPOQ,ALDH18A1,ALDH3A1,ANGPT2,ATP1A2,CAV1,CLDN1,CLN3,CPB2,CRIP1,CRYAB,CYP1A1,DCN,EEF2K,EIF4EBP1,FABP1,FYN,FZD3,GATA3,GJB6,GSN,HK2,HSBP1L1,HSPA2,HSPB2,ICOSLG,IGF1,ITPR2,KCNE1,KCNK3,LIMD1,LPAR1,LXN,MAP3K20,MBIP,MME,MMP2,MYOF,NOX4,PAX2,PDE8B,PDK1,PDLIM1,PDPN,PJVK,PKM,PLAT,PMP22,POSTN,PPARG,PPARGC1A,PSMB10,PSMB9,PYGM,RBP4,RDH11,REST,RETN,RO60,RRH,RRM1,S100A13,SEMA5A,SGK1,SLC1A3,SLC27A1,SLC6A4,SMAD3,SNAI2,SPIDR,STK39,STRA6,TANC1,TERT,TGFB2,TGFBR3,TRH,VEGFD,WRN
GO: Biological Process	GO:0099177	regulation of trans-synaptic signaling	GeneOntologyBiologicalProcess_GO:0099177_regulation of trans-synaptic signaling	0.0	0.0	0.0	3.908857179650108				ABHD6,ADCY1,ADIPOQ,AKAP7,APOE,ATP1A2,CASK,CDH11,CLN3,CLSTN3,CX3CR1,ERBB4,FABP5,FAM107A,FYN,GLUL,GPER1,JAK2,KCNB1,LZTS1,MGLL,MME,NCAM1,NSG1,NTF3,NTRK2,OPHN1,PLCB4,PRKAR1B,PRKAR2B,RAPSN,RETN,SHISA7,SLC1A3,SLC4A8,SLC6A4,SNCG,STXBP1,SYNE1
GO: Biological Process	GO:0009617	response to bacterium	GeneOntologyBiologicalProcess_GO:0009617_response to bacterium	0.0	0.0	0.0	3.9045534673474247				ABCA1,ADAMTS5,ADIPOQ,ARG2,C3,CA3,CAV1,CCDC80,CD1D,CFD,CLDN1,CX3CR1,CYP1A1,DCN,FABP4,FGB,GBP2,GBP7,GJB6,GPC3,H2BC21,HP,HPGD,IGHM,IGKC,JAK2,JCHAIN,LRAT,LY86,MAOB,MECOM,MGST1,MR1,NOTCH2,OCIAD2,PLAAT3,PMP22,PPARGC1A,PRLR,PSMB9,PTGER3,PTGES,PTGIR,PYCARD,PYGL,SCN7A,STAB2,STAP1,TFPI,THRSP,TRAC,VEGFD,WFDC2,WNT5A
GO: Biological Process	GO:0046461	neutral lipid catabolic process	GeneOntologyBiologicalProcess_GO:0046461_neutral lipid catabolic process	0.0	0.0	0.0	3.8993146124432307				ABHD6,FABP1,FABP4,FABP5,LDLR,LIPE,MGLL,PNPLA2,PNPLA3
GO: Biological Process	GO:0046464	acylglycerol catabolic process	GeneOntologyBiologicalProcess_GO:0046464_acylglycerol catabolic process	0.0	0.0	0.0	3.8993146124432307				ABHD6,FABP1,FABP4,FABP5,LDLR,LIPE,MGLL,PNPLA2,PNPLA3
GO: Biological Process	GO:1904019	epithelial cell apoptotic process	GeneOntologyBiologicalProcess_GO:1904019_epithelial cell apoptotic process	0.0	0.0	0.0	3.893544486312891				ANGPT1,FGB,FGG,GATA2,GATA3,GPER1,GSN,IGF1,JAK2,KRT18,NUPR1,PPARGC1A,SEMA5A,SFRP4,SORT1,TERT
GO: Biological Process	GO:0032989	cellular component morphogenesis	GeneOntologyBiologicalProcess_GO:0032989_cellular component morphogenesis	0.0	0.0	0.0	3.8766387856722444				ADCY1,APOE,BHLHB9,CASK,CDH11,DIXDC1,EEF2K,EFNB2,EPB41L3,ERBB2,FN1,FYN,FZD3,GAS7,GATA3,GFRA1,GPC1,HECW2,IGFALS,ITGA1,KRT19,LZTS1,MGLL,MYH10,MYH11,MYO9A,NCAM1,NIN,NOTCH2,NTF3,NTRK2,OLFM1,OPHN1,PAX2,PDGFRA,PDPN,PID1,PLPPR4,PMP22,POSTN,PRKCQ,PTPRO,S100A6,SEMA3D,SEMA5A,SGK1,SH3KBP1,SLIT2,SPP1,SPTBN2,STXBP1,SYNE1,TENM4,TET1,TGFB2,TPPP,TRIM46,WNT5A
GO: Biological Process	GO:0051051	negative regulation of transport	GeneOntologyBiologicalProcess_GO:0051051_negative regulation of transport	0.0	0.0	0.0	3.874618085850318				ADIPOQ,ANGPT1,ANO9,APOC1,APOE,ATP1A2,CAV1,CEACAM1,CRYAB,FABP5,FRMD4A,GEM,GNB5,GSTM2,GSTO1,HECW2,INSIG1,KCNB1,KCNE1,KCNE4,LYPLAL1,MAOB,MDFIC,NPY1R,PDE3B,PDE8B,PID1,PLCB4,PPARG,PTGER3,PTGS1,RAB11FIP1,REST,SFRP4,SLC43A1,STK39,SYTL4,TBC1D4,TGFB2,TRH
GO: Biological Process	GO:0051005	negative regulation of lipoprotein lipase activity	GeneOntologyBiologicalProcess_GO:0051005_negative regulation of lipoprotein lipase activity	0.0	0.0	0.0	3.8706857891765987				ANGPTL3,ANGPTL8,APOC1,SORT1
GO: Biological Process	GO:0048667	cell morphogenesis involved in neuron differentiation	GeneOntologyBiologicalProcess_GO:0048667_cell morphogenesis involved in neuron differentiation	0.0	0.0	0.0	3.858452661434786				ADCY1,APOE,BHLHB9,CASK,CDH11,DIXDC1,EEF2K,EFNB2,ERBB2,FN1,FYN,FZD3,GATA3,GFRA1,GPC1,HECW2,IGFALS,LZTS1,MGLL,MYH10,NCAM1,NIN,NOTCH2,NTF3,NTRK2,OLFM1,OPHN1,PAX2,PLPPR4,PMP22,PRKCQ,PTPRO,REST,S100A6,SEMA3D,SEMA5A,SGK1,SH3KBP1,SLC1A3,SLIT2,SPP1,SPTBN2,STXBP1,SYNE1,TET1,TGFB2,TRIM46,WNT5A
GO: Biological Process	GO:0008206	bile acid metabolic process	GeneOntologyBiologicalProcess_GO:0008206_bile acid metabolic process	0.0	0.0	3.855761689042098	0.0			AKR1D1,AMACR,CYP27A1,CYP7B1,FGFR4,HNF1A,NR1H4,OSBPL9,SLC27A2	
GO: Biological Process	GO:0050678	regulation of epithelial cell proliferation	GeneOntologyBiologicalProcess_GO:0050678_regulation of epithelial cell proliferation	0.0	0.0	0.0	3.8534824801160497				ALDH1A2,ANGPT1,APELA,APLN,APOE,CASK,CAV1,CEACAM1,CLDN1,CPB2,EFNB2,EPB41L4B,ERBB2,ERBB4,GATA2,GATA3,GLUL,GPC3,HOXA5,IGF1,LAMB1,NOTCH2,NUPR1,OSR2,PAX2,PPARG,SEMA5A,SMAD3,SNAI2,TGFB2,TGFBR3,VEGFD,WNT5A,XDH
GO: Biological Process	GO:0071363	cellular response to growth factor stimulus	GeneOntologyBiologicalProcess_GO:0071363_cellular response to growth factor stimulus	0.0	0.0	0.0	3.850715675202421				ANGPT1,ANGPT2,APLN,ASPN,CASK,CAV1,CLDN1,CX3CR1,DCN,DDC,DKK3,EEF2K,ERBB2,ERBB4,FST,FSTL1,FYN,GATA3,GPC1,GPC3,HPGD,MYOF,NOTCH2,NOX4,NPNT,NREP,NTF3,NTRK2,PAX2,PDE3A,PDGFRA,POSTN,PPARG,PPARGC1A,RASL11B,RGMB,SFRP4,SLC39A5,SLIT2,SMAD3,SNAI2,SORT1,TGFB2,TGFBR3,TMEM100,TMEM204,TWSG1,VEGFD,WNT5A,XDH,ZEB1
GO: Biological Process	GO:0060070	canonical Wnt signaling pathway	GeneOntologyBiologicalProcess_GO:0060070_canonical Wnt signaling pathway	0.0	0.0	0.0	3.8478730084461557				APOE,CAV1,CCDC88C,CDK14,DIXDC1,DKK3,FAM53B,FRAT1,FZD3,GATA3,GPC3,IGFBP1,JRK,KDM6A,LIMD1,MITF,PRICKLE1,PSMB10,PSMB9,PTPRO,RBMS3,RECK,SEMA5A,SFRP4,SMAD3,SNAI2,TCF7L1,WNT5A,WNT5B
GO: Biological Process	GO:0072012	glomerulus vasculature development	GeneOntologyBiologicalProcess_GO:0072012_glomerulus vasculature development	0.0	0.0	0.0	3.8457238659401733				ACTA2,ANGPT1,ANGPT2,C3AR1,NOTCH2,PDGFRA,TCF21
GO: Biological Process	GO:0010543	regulation of platelet activation	GeneOntologyBiologicalProcess_GO:0010543_regulation of platelet activation	0.0	0.0	0.0	3.8425783302149985				APOE,CEACAM1,FGG,PDGFRA,PDPN,PLA2G4A,PRKCQ,PTGER3
GO: Biological Process	GO:0019433	triglyceride catabolic process	GeneOntologyBiologicalProcess_GO:0019433_triglyceride catabolic process	0.0	0.0	0.0	3.8425783302149985				FABP1,FABP4,FABP5,LDLR,LIPE,MGLL,PNPLA2,PNPLA3
GO: Biological Process	GO:0006766	vitamin metabolic process	GeneOntologyBiologicalProcess_GO:0006766_vitamin metabolic process	0.0	0.0	3.8405237656949294	0.0			AKR1A1,CYB5A,CYB5R3,CYP27A1,DHFR,FGFR4,FOLR1,GCLC,RDH10,SHMT2,SLC52A2,SLC52A3,TPK1,UBIAD1,VNN1	
GO: Biological Process	GO:0006692	prostanoid metabolic process	GeneOntologyBiologicalProcess_GO:0006692_prostanoid metabolic process	0.0	0.0	0.0	3.8316864858063346				CBR1,FABP5,HPGD,PDPN,PLA2G4A,PTGDS,PTGES,PTGS1,TBXAS1
GO: Biological Process	GO:0006693	prostaglandin metabolic process	GeneOntologyBiologicalProcess_GO:0006693_prostaglandin metabolic process	0.0	0.0	0.0	3.8316864858063346				CBR1,FABP5,HPGD,PDPN,PLA2G4A,PTGDS,PTGES,PTGS1,TBXAS1
GO: Biological Process	GO:0032101	regulation of response to external stimulus	GeneOntologyBiologicalProcess_GO:0032101_regulation of response to external stimulus	0.0	0.0	0.0	3.809998083775391				ABCC1,ADIPOQ,AIF1,ANGPT2,ANXA2,APOE,ARG2,C3,C3AR1,CASK,CAV1,CD1D,CEACAM1,CLDN19,CPB2,CX3CR1,DAPK2,DDX58,EFNB2,FABP4,FGB,FGG,FN1,FYN,GATA3,GPER1,IGF1,IL33,JAK2,KANK2,LDLR,LPAR1,LY86,MGLL,MMP2,NTF3,NUPR1,OSMR,PADI2,PDGFRA,PLA2G4A,PLA2G5,PLA2G7,PLAT,PMP22,PPARG,PSMB10,PSMB9,PTGER3,PTGES,PTPRO,PYCARD,RNASEL,SEMA3D,SEMA5A,SERPING1,SLC7A2,SLIT2,SMAD3,SNAI2,SPP1,STAP1,STK39,SUSD4,TFPI,TMSB4X,TSPAN6,VEGFD,WNT5A
GO: Biological Process	GO:0051241	negative regulation of multicellular organismal process	GeneOntologyBiologicalProcess_GO:0051241_negative regulation of multicellular organismal process	0.0	0.0	0.0	3.8081742684362014				ABHD6,ADAMTS5,ADIPOQ,ALDH1A1,ANGPT1,ANGPT2,ANXA2,APLN,APOC1,APOE,ARG2,ARHGDIB,ASPN,ATP1A2,CEACAM1,CPB2,CTSK,CX3CR1,DCN,DDX58,EFEMP1,ERBB2,FBLN1,FGB,FGG,FN1,GATA2,GATA3,GUCY1A1,HOXA5,ID4,IGF1,IL33,IRAG1,JAK2,JAM2,KLF5,LAMA4,LAPTM4B,LDLR,MMP2,ORM1,PAX2,PDE3B,PDGFRA,PI16,PLAT,PPARG,PRICKLE1,PTGDS,PTGER3,PTPRO,PYCARD,RAB11FIP1,RBP4,REST,SEMA3D,SEMA5A,SERPING1,SLC6A4,SLIT2,SMAD3,SNAI2,SPP1,STK39,TERT,TFPI,TGFB2,TGFBR3,TMEM98,TMSB4X,TRIM46,TWSG1,UBA7,WNT5A,ZNF608
GO: Biological Process	GO:0051047	positive regulation of secretion	GeneOntologyBiologicalProcess_GO:0051047_positive regulation of secretion	0.0	0.0	0.0	3.8028916278505878				APLN,CADPS2,CASK,CPB2,FGB,FGG,FRMD4A,GATA2,GLUL,GPER1,IGF1,JAK2,KCNB1,LEPR,MYH10,PLA2G4A,PRKCQ,PTGES,RAB27A,RAB27B,RAB3D,RBP4,RETN,SLC4A8,SLC6A4,SPP1,STXBP1,SYTL2,SYTL4,TGFB2,TRH
GO: Biological Process	GO:0032870	cellular response to hormone stimulus	GeneOntologyBiologicalProcess_GO:0032870_cellular response to hormone stimulus	0.0	0.0	0.0	3.7962920080035736				ACACA,ACSL1,ADCY1,ADIPOQ,ATP1A2,BCL2L11,CAV1,CEACAM1,EEF2K,EIF4EBP1,FAM107A,FGB,FYN,GNG2,GPER1,IGF1,IGFBP1,INSIG1,JAK2,KANK2,LEPR,NTRK2,PADI2,PDE3B,PID1,PKM,PNPLA3,PPARG,PPARGC1A,PRKAR1B,PRKAR2B,PRKCQ,PRLR,RAB13,REST,SESN3,SGK1,SLC27A1,SLIT2,TBC1D4,TCF21,TFPI,TRARG1,TRH,TRIM68,TSHR
GO: Biological Process	GO:0051223	regulation of protein transport	GeneOntologyBiologicalProcess_GO:0051223_regulation of protein transport	0.0	0.0	0.0	3.7731273133689793				ABLIM3,ADIPOQ,ANGPT1,APOE,CASK,CLN3,EFNB2,ERBB2,FGB,FGG,FRMD4A,FYN,GLUL,GPER1,HMGN3,IFI27,IGF1,INSIG1,ITPR2,JAK2,KCNB1,KCNE1,LEPR,LYPLAL1,MDFIC,MYH10,OPHN1,PDE3B,PDE8B,PRKCQ,PRR5L,PTGER3,PTPN14,RAB11FIP1,RBP4,REST,RHOU,SMAD3,STOM,SYNE1,SYTL4,TFDP2,TGFB2,TMEM30B,TRH
